@relation kddtrain2017_30
@attribute Feature62 real
@attribute Feature67 real
@attribute Feature28 real
@attribute Feature23 real
@attribute Feature81 real
@attribute Feature74 real
@attribute Feature51 real
@attribute Feature22 real
@attribute Feature44 real
@attribute Feature19 real
@attribute Feature53 real
@attribute Feature84 real
@attribute Feature50 real
@attribute Feature25 real
@attribute Feature79 real
@attribute Feature82 real
@attribute Feature99 real
@attribute Feature72 real
@attribute Feature8 real
@attribute Feature9 real
@attribute Feature60 real
@attribute Feature5 real
@attribute Feature1 real
@attribute Feature65 real
@attribute Feature11 real
@attribute Feature20 real
@attribute Feature87 real
@attribute Feature26 real
@attribute Feature97 real
@attribute Feature95 real
@attribute class {0,1,2}
@data
0.16466,0.07101,0.38761,0.19021,0.00091,0.67788,0.28331,0.39882,0.09769,0.50065,0.45174,0.62835,0.47311,0.72624,0.8057,0.61161,0.63753,0.10699,0.03531,0.31093,0.88562,0.38519,0.15538,0.00021,0.79672,0.30528,0.07142,0.044,0.8854,0.66442,?
0.44207,0.38913,0.75016,0.44204,0.21259,0.7211,0.88536,0.54954,0.77972,0.1902,0.74809,0.63708,0.68661,0.80558,0.49624,0.26535,0.38974,0.61145,0.54985,0.0005,0.42593,0.5498,0.23525,0.46928,0.88502,0.3672,0.88575,0,0.66403,0.48783,?
0.00043,0.03596,0.30545,0.64668,0.46981,0.54067,0.00047,0.66468,0.07113,0.77932,0.52253,0.31072,0.23541,0.77059,0.76557,0.67395,0.88511,0.18676,0.62819,0.50415,0.82357,0.32761,0.48221,0.46005,0.85841,0.56654,0.78871,0.00072,0.88579,0.46993,?
0.44213,0.36318,0.60427,0.33673,0.33668,0.48232,0.88588,0.56293,0.7265,0.48272,0.73087,0.31087,0.65521,0.65543,0.64212,0.08028,0.62888,0.67316,0.50477,0.00069,0.50035,0.5499,0.27401,0.549,0.78892,0.31499,0.67368,0.0003,0.37292,0.4257,?
0.50911,0.40369,0.62462,0.38901,0.23924,0.57505,0.88505,0.56237,0.67318,0.1117,0.75775,0.35478,0.71233,0.79639,0.39813,0.21291,0.3101,0.62836,0.50989,0.00065,0.3051,0.58477,0.19997,0.3981,0.88523,0.30595,0.77951,0.13347,0.61159,0.54036,?
0.09753,0.00006,0.28523,0.88503,0.66409,0.57176,0.19588,0.68649,0.00088,0.49685,0.55808,0.57576,0.28383,0.5666,0.32352,0.81449,0.36788,0.40743,0.77461,0.88511,0.31908,0.3891,0.76529,0.64631,0.70869,0.73085,0.88524,0.00044,0.55833,0.37204,?
0.22124,0.19013,0.52711,0.25263,0.00028,0.85089,0.2655,0.44294,0.20495,0.42532,0.4782,0.81402,0.53178,0.88569,0.81068,0.52273,0.55864,0.0719,0.1337,0.23935,0.76176,0.43417,0.1196,0.00085,0.88591,0.26173,0.26501,0.1777,0.78893,0.79623,?
0.52779,0.38514,0.40576,0.45106,0.38974,0.81002,0.28373,0.63751,0.00031,0.2658,0.69912,0.73533,0.51319,0.88573,0.65057,0.45149,0.3813,0.51323,0.45689,0.38119,0.54972,0.62867,0.19099,0,0.88581,0.22606,0.52262,0.77006,0.68118,0.743,?
0.28838,0.1462,0.28186,0.63321,0.80592,0.56211,0.28332,0.65531,0.00027,0.41606,0.53563,0.23905,0.33232,0.88574,0.44262,0.47854,0.50447,0.56698,0.77433,0.52242,0.32703,0.47354,0.70405,0.88592,0.50419,0.68196,0.74315,0.29295,0.65575,0.38195,?
0.01321,0.00075,0.4385,0.42529,0.47883,0.8761,0.02727,0.53502,0.00059,0.46594,0.42073,0.88594,0.1991,0.86715,0.69501,0.76195,0.527,0.24861,0.42598,0.47837,0.70447,0.31085,0.27493,0.07126,0.59345,0.4166,0.37235,0.00007,0.88505,0.37271,?
0.00009,0.05845,0.46936,0.58035,0.46987,0.8237,0.00052,0.67333,0.11504,0.50932,0.52211,0.88508,0.19009,0.76168,0.73092,0.88598,0.46029,0.16892,0.5492,0.53166,0.74313,0.27436,0.30115,0.07163,0.87687,0.47841,0.62805,0.00023,0.78859,0.38139,?
0.4169,0.25248,0.3925,0.41239,0.26533,0.7839,0.32751,0.5757,0.00054,0.17797,0.67331,0.68101,0.47343,0.88591,0.62464,0.3546,0.31422,0.46001,0.46502,0.15985,0.4964,0.54073,0.1117,0.06251,0.88532,0.20853,0.66435,0.50493,0.62884,0.61949,?
0.23561,0.14223,0.49676,0.32334,0.00063,0.78836,0.38904,0.44226,0.20407,0.25212,0.54975,0.69054,0.4207,0.88534,0.63353,0.41658,0.38176,0.21286,0.25283,0.14247,0.52779,0.33233,0.07188,0.00017,0.88503,0.20801,0.50433,0.08004,0.67389,0.45122,?
0.44203,0.38904,0.60477,0.3763,0.43423,0.42993,0.88516,0.65929,0.77942,0.05841,0.79216,0.16841,0.68613,0.69006,0.47364,0.00019,0.21749,0.69942,0.47356,0.23988,0.28877,0.5938,0.15546,0.07196,0.88553,0.03522,0.51314,0.00084,0.3198,0.48785,?
0.14221,0.04984,0.15769,0.67785,0.54971,0.31476,0.18602,0.4783,0.00048,0.88504,0.38556,0.00057,0.19022,0.62883,0.51856,0.88591,0.8147,0.36343,0.58425,0.73525,0.57508,0.27973,0.77467,0.81422,0.40724,0.85032,0.61983,0.0973,0.7436,0.19591,?
0.34116,0.32321,0.48762,0.30106,0.00021,0.62819,0.38132,0.44208,0.34521,0.19932,0.51322,0.3728,0.59769,0.88565,0.50936,0.39824,0.32387,0.1428,0.22609,0.15036,0.38976,0.4789,0.09324,0.03506,0.88514,0.21789,0.4519,0.30106,0.64647,0.8148,?
0.88548,0.87647,0.73736,0.00034,0.15958,0.60688,0.88595,0.10218,0.86785,0.39896,0.34141,0.37294,0.6282,0.84182,0.42073,0.37242,0.49605,0.63774,0.08079,0.00022,0.28373,0.5042,0.09339,0.18679,0.04406,0.27989,0.00057,0.88527,0.5664,0.37285,?
0.85076,0.88501,0.71013,0.00056,0.26521,0.53507,0.81469,0.17733,0.88544,0.30557,0.35843,0.33659,0.63785,0.73508,0.5442,0.1247,0.47817,0.62864,0.13397,0.00052,0.41248,0.54487,0.04923,0.09759,0.08834,0.11141,0.0009,0.88552,0.46924,0.46047,?
0.88516,0.88559,0.68829,0.00992,0.19586,0.49189,0.88517,0.11566,0.88583,0.47867,0.39408,0.11557,0.62489,0.86744,0.43427,0.50407,0.55312,0.75208,0.10664,0.00024,0.32743,0.55832,0.14226,0.28353,0.03592,0.39407,0.01835,0.88548,0.65542,0.36317,?
0.29245,0.18111,0.09793,0.82732,0.66449,0.19517,0.22114,0.64243,0.00033,0.72124,0.53196,0.00091,0.35429,0.38984,0.37681,0.75246,0.6194,0.44236,0.71792,0.88553,0.45681,0.46551,0.88516,0.88524,0.61952,0.81986,0.7708,0.36333,0.54916,0.48755,?
0.02751,0.00034,0.22108,0.73581,0.38965,0.44234,0.05324,0.60649,0.00097,0.85864,0.49606,0.09707,0.24361,0.78838,0.63708,0.83222,0.88585,0.16805,0.62426,0.61105,0.6867,0.30159,0.66812,0.72674,0.82325,0.77905,0.85814,0.00095,0.88558,0.43412,?
0.48738,0.44244,0.19572,0.35881,0.10632,0.3891,0.08891,0.05398,0.00022,0.68674,0.01394,0.20443,0.25704,0.57549,0.45122,0.73517,0.76158,0.02797,0.21235,0.39819,0.60623,0.22652,0.48229,0.56693,0.00036,0.65036,0.31912,0.88544,0.88576,0.42589,?
0.38154,0.23073,0.34515,0.44224,0.34522,0.69016,0.30119,0.61559,0.0008,0.16837,0.7353,0.49605,0.45615,0.88555,0.52783,0.33608,0.31494,0.58416,0.54494,0.14214,0.39882,0.59789,0.27056,0.39853,0.88529,0.3672,0.74367,0.46054,0.62841,0.61154,?
0.18629,0.20467,0.47371,0.44237,0.36322,0.54009,0.3727,0.4388,0.40756,0.85857,0.25759,0.19561,0.5311,0.88575,0.73505,0.8327,0.66425,0.00092,0.20499,0.84141,0.51396,0.34568,0.61913,0.39857,0.51336,0.61548,0.04427,0.00037,0.44279,0.69009,?
0.00093,0.09778,0.39628,0.7122,0.35446,0.5975,0.00032,0.51303,0.19594,0.69997,0.38981,0.40784,0.11955,0.78884,0.74331,0.64698,0.81985,0.10645,0.61959,0.54054,0.79291,0.17319,0.56681,0.59379,0.67334,0.61971,0.88585,0.00066,0.88589,0.23992,?
0.61529,0.70878,0.62647,0.40323,0.0005,0.72115,0.34516,0.00009,0.53119,0.49655,0.02711,0.84127,0.35012,0.60288,0.63765,0.69084,0.59338,0.05301,0.23025,0.34564,0.77911,0.20456,0.39449,0.44244,0.00042,0.56612,0.46095,0.88597,0.88502,0.35489,?
0.88508,0.88553,0.6755,0.01373,0.10629,0.4651,0.88518,0.05363,0.88566,0.53573,0.27988,0.08089,0.54908,0.85075,0.48207,0.39885,0.59764,0.55881,0.06699,0.00008,0.31929,0.3858,0.26595,0.53104,0.00098,0.46593,0.02705,0.88559,0.52232,0.21264,?
0.6503,0.66872,0.48571,0.28394,0.00023,0.4825,0.45177,0.00083,0.48793,0.77077,0.10267,0.11592,0.24357,0.85067,0.66884,0.65597,0.88515,0.20497,0.11923,0.32754,0.68693,0.11997,0.45169,0.57565,0.00052,0.61545,0.23961,0.8507,0.88578,0.03579,?
0.46071,0.32719,0.08881,0.88532,0.80559,0.17787,0.26521,0.79644,0.00048,0.5888,0.65932,0.00039,0.46947,0.35403,0.31026,0.68122,0.49155,0.53177,0.84555,0.88544,0.37676,0.60272,0.80584,0.7266,0.78824,0.70462,0.885,0.65515,0.48712,0.67332,?
0.85814,0.85811,0.6844,0.04407,0.14225,0.53584,0.83285,0.07128,0.83273,0.50075,0.31916,0.18654,0.60601,0.88518,0.49626,0.4345,0.57589,0.63713,0.11514,0.00006,0.34523,0.5097,0.23013,0.46011,0.00011,0.44734,0.08858,0.88595,0.58417,0.38108,?
0.22683,0.13341,0.13384,0.64686,0.56688,0.26582,0.18654,0.41668,0.00057,0.88587,0.3198,0.00022,0.13701,0.53106,0.44249,0.88582,0.79229,0.37292,0.54982,0.76191,0.527,0.23079,0.77985,0.79613,0.26545,0.84159,0.53139,0.26561,0.69908,0.08864,?
0.50974,0.367,0.27251,0.55362,0.31904,0.54432,0.28353,0.59747,0.00088,0.15947,0.72692,0.20482,0.55372,0.88501,0.48268,0.31958,0.30101,0.57573,0.60213,0.22165,0.34122,0.69998,0.32704,0.4347,0.87609,0.37699,0.88526,0.73536,0.60229,0.82392,?
0.19061,0.16433,0.55317,0.15946,0.0008,0.88546,0.27482,0.33232,0.221,0.41634,0.35005,0.88583,0.42969,0.8859,0.80166,0.48744,0.53192,0.03567,0.03581,0.24887,0.71772,0.31003,0.12436,0.00028,0.66413,0.24332,0.07166,0.10602,0.71793,0.58444,?
0.64259,0.63741,0.40743,0.30171,0.00002,0.42543,0.39829,0.08412,0.38989,0.61979,0.25773,0.00062,0.42952,0.85092,0.61517,0.61921,0.75224,0.3456,0.17337,0.25784,0.63338,0.40318,0.38921,0.52241,0.16851,0.57121,0.3457,0.8854,0.88535,0.4604,?
0.62807,0.64678,0.41695,0.30106,0.00029,0.42522,0.37285,0.08821,0.40718,0.55865,0.24387,0.00078,0.42557,0.85095,0.60211,0.58488,0.7087,0.31074,0.18138,0.23931,0.61994,0.39416,0.37653,0.51378,0.17776,0.54906,0.36393,0.88529,0.88577,0.47824,?
0.8587,0.88542,0.70161,0.00076,0.19546,0.51862,0.8327,0.22628,0.88539,0.51344,0.40765,0.31984,0.57179,0.7177,0.5186,0.31975,0.66493,0.55868,0.09766,0.00033,0.46958,0.43417,0.23093,0.46007,0.25736,0.38987,0.00016,0.88525,0.61927,0.31063,?
0.3816,0.22616,0.32316,0.55356,0.58458,0.24807,0.70847,0.62898,0.39894,0.20816,0.77994,0.00072,0.50467,0.49621,0.27006,0.00088,0.27005,0.88544,0.73508,0.2216,0.08406,0.59371,0.49186,0.76109,0.67329,0.3817,0.88572,0.05345,0.12446,0.30132,?
0.10242,0.00045,0.13196,0.69598,0.62873,0.26113,0.20452,0.4784,0.00036,0.88563,0.37222,0.00004,0.15057,0.52237,0.52281,0.88519,0.78817,0.41695,0.59365,0.83294,0.60664,0.25721,0.84143,0.85021,0.32741,0.86719,0.55879,0.00094,0.69051,0.09776,?
0.4567,0.31423,0.35833,0.52741,0.38902,0.71722,0.2836,0.63736,0.00006,0.23008,0.72164,0.54956,0.52275,0.88526,0.61543,0.46089,0.35012,0.55856,0.54926,0.34595,0.52266,0.65936,0.23087,0.11503,0.88547,0.28867,0.70814,0.62807,0.69933,0.76164,?
0.02723,0.00001,0.32785,0.50959,0.47889,0.65544,0.05351,0.54014,0.00076,0.82363,0.46002,0.49647,0.22634,0.81483,0.85037,0.87635,0.82731,0.31925,0.36394,0.77079,0.88591,0.35858,0.58057,0.38955,0.60254,0.63301,0.24899,0.00036,0.88565,0.39879,?
0.51316,0.60696,0.66849,0.32375,0.0004,0.45168,0.69975,0.44298,0.88511,0.17768,0.6119,0.22135,0.72697,0.6817,0.40707,0.35475,0.36391,0.33678,0.32383,0.00018,0.42951,0.54429,0.09341,0.18632,0.88596,0.27089,0.6468,0.32752,0.72676,0.75243,?
0.57562,0.61141,0.37202,0.28861,0.05318,0.40738,0.26592,0.08023,0.33683,0.6864,0.05381,0.00045,0.15594,0.81432,0.63718,0.65569,0.80157,0.00037,0.13712,0.35433,0.67328,0.02296,0.41228,0.46978,0.10645,0.56222,0.22128,0.88595,0.88518,0.04412,?
0.46065,0.36383,0.13958,0.81923,0.65568,0.27921,0.19541,0.65909,0.00077,0.76553,0.54433,0.00011,0.41299,0.55899,0.46081,0.83267,0.69082,0.42599,0.70463,0.88539,0.52231,0.52775,0.88583,0.88513,0.66407,0.85842,0.7529,0.72622,0.68107,0.62826,?
0.46941,0.31459,0.4962,0.44719,0.36351,0.41621,0.88534,0.53144,0.57509,0.14229,0.73572,0.23082,0.60236,0.60249,0.30179,0.00009,0.28317,0.77084,0.62494,0.00951,0.14265,0.54415,0.34554,0.68134,0.69974,0.34169,0.88525,0.05334,0.2836,0.31986,?
0.40763,0.40767,0.17945,0.73564,0.34523,0.35835,0.00078,0.55347,0.0006,0.88553,0.42036,0.39833,0.00009,0.31923,0.49656,0.88582,0.73901,0.08066,0.5809,0.65515,0.63338,0.04031,0.75218,0.85065,0.76114,0.86778,0.81488,0.8148,0.59378,0.0004,?
0.82727,0.88501,0.6112,0.00064,0.38177,0.33694,0.77069,0.29628,0.88571,0.17782,0.42591,0.07113,0.65534,0.60216,0.45165,0.00062,0.34106,0.63775,0.19054,0.00071,0.31413,0.58815,0.03594,0.0714,0.21277,0.03592,0.00006,0.88595,0.32798,0.54093,?
0.28398,0.16814,0.41281,0.27462,0.07156,0.82359,0.23014,0.47811,0.00021,0.3982,0.48269,0.8237,0.49649,0.82351,0.67765,0.62859,0.52791,0.08016,0.13728,0.34567,0.70889,0.42062,0.17356,0.00094,0.88531,0.31433,0.20427,0.33689,0.88587,0.76122,?
0.04006,0.00009,0.31985,0.63763,0.31934,0.63762,0.08002,0.49126,0.00089,0.79625,0.40315,0.5134,0.20491,0.76155,0.74325,0.70839,0.88511,0.14222,0.5319,0.53119,0.80563,0.23564,0.58858,0.64613,0.6644,0.67746,0.74355,0.00033,0.88572,0.32713,?
0.5277,0.34561,0.32103,0.47804,0.22167,0.6422,0.36399,0.55324,0.00011,0.15026,0.70448,0.39845,0.54489,0.88524,0.55893,0.30188,0.31046,0.52258,0.47393,0.23067,0.42587,0.62445,0.20843,0.18615,0.88586,0.24356,0.72658,0.69004,0.61918,0.72658,?
0.5227,0.39445,0.45418,0.4875,0.43497,0.27948,0.88579,0.59704,0.62832,0.15906,0.79244,0.00049,0.65926,0.55855,0.31072,0.00002,0.29266,0.82301,0.65972,0.0885,0.1641,0.62871,0.36754,0.64643,0.76179,0.32391,0.88549,0.15961,0.26583,0.43428,?
0.53544,0.4606,0.35018,0.11926,0.00052,0.66415,0.18616,0.00409,0.03597,0.58044,0.11924,0.48732,0.32389,0.84139,0.7651,0.5316,0.75793,0.23097,0.00009,0.23973,0.78892,0.34562,0.30106,0.36322,0.00951,0.44797,0.00093,0.88518,0.88503,0.46002,?
0.44261,0.34597,0.66843,0.10258,0.33629,0.64652,0.88545,0.47807,0.69096,0.50941,0.63323,0.73563,0.72184,0.55886,0.61971,0.13318,0.68688,0.64649,0.2703,0.00086,0.58491,0.60269,0.15577,0.31075,0.61987,0.22117,0.20431,0.00063,0.48702,0.55884,?
0.00067,0.04057,0.2943,0.7172,0.389,0.50922,0.00029,0.62411,0.08051,0.79245,0.49108,0.31012,0.21742,0.70803,0.67715,0.74374,0.86349,0.12421,0.637,0.54904,0.76583,0.27994,0.51829,0.48713,0.8584,0.61575,0.88522,0.00041,0.88596,0.43472,?
0.4566,0.47378,0.39489,0.38105,0.21281,0.40717,0.34577,0.10636,0.38172,0.83654,0.00088,0.09718,0.2041,0.71712,0.62487,0.78883,0.88578,0.0003,0.24312,0.48735,0.70895,0.03194,0.54928,0.61151,0.00097,0.69953,0.27454,0.56638,0.88578,0.06221,?
0.84588,0.88593,0.62653,0.05306,0.22132,0.36793,0.80516,0.1114,0.88588,0.46036,0.31962,0.0189,0.6024,0.71749,0.41633,0.38196,0.49639,0.637,0.16417,0.00005,0.28399,0.51855,0.18153,0.36373,0.00039,0.37229,0.1066,0.8852,0.45163,0.39852,?
0.02747,0.0002,0.30154,0.46962,0.6116,0.60231,0.05385,0.54067,0.00069,0.88585,0.4125,0.40736,0.24805,0.79685,0.84102,0.8854,0.88145,0.35465,0.35811,0.83239,0.88157,0.39878,0.61968,0.4076,0.46966,0.64669,0.10611,0.00068,0.87679,0.44216,?
0.44771,0.44294,0.16876,0.3948,0.23042,0.33605,0.00988,0.15577,0.00049,0.6776,0.04459,0.00018,0.24307,0.67385,0.44257,0.84134,0.69948,0.00961,0.25221,0.51398,0.54983,0.24369,0.4912,0.46905,0.08059,0.65572,0.27428,0.88516,0.8856,0.47839,?
0.35406,0.44728,0.38594,0.60608,0.2744,0.38916,0.19531,0.36768,0.38155,0.85803,0.23096,0.00071,0.2655,0.77947,0.59737,0.83216,0.88559,0.00049,0.46915,0.54921,0.65046,0.16837,0.70471,0.85868,0.4606,0.84548,0.66429,0.51344,0.88575,0.33631,?
0.31965,0.30515,0.14695,0.67791,0.45169,0.29245,0.02705,0.54442,0.00065,0.88513,0.43437,0.0009,0.26106,0.58465,0.63725,0.8856,0.83652,0.23072,0.57194,0.66495,0.7394,0.36308,0.72151,0.7799,0.63734,0.83205,0.69084,0.61128,0.78892,0.4963,?
0.04016,0.0007,0.39298,0.8233,0.51312,0.78383,0.08091,0.69984,0.00078,0.88198,0.56665,0.69045,0.29232,0.87642,0.77934,0.88564,0.80553,0.24867,0.69985,0.76134,0.70823,0.37679,0.71231,0.66497,0.88502,0.77461,0.88535,0.00022,0.73503,0.50438,?
0.03577,0.00029,0.3832,0.73062,0.58426,0.76541,0.07179,0.69916,0.00096,0.5974,0.56289,0.87691,0.28894,0.65515,0.77044,0.79647,0.64283,0.31093,0.73563,0.57598,0.88544,0.40782,0.48234,0.38997,0.81423,0.59391,0.88523,0.00004,0.88522,0.50448,?
0.00044,0.01316,0.2123,0.64658,0.40713,0.39876,0.00009,0.64648,0.02713,0.73991,0.51885,0.16866,0.24802,0.62888,0.44755,0.7883,0.78866,0.15064,0.56261,0.57558,0.57599,0.32303,0.50946,0.44284,0.88513,0.61516,0.71723,0.00055,0.88551,0.49662,?
0.29697,0.17332,0.285,0.57547,0.62806,0.57117,0.24839,0.73069,0.00025,0.65016,0.66866,0.50438,0.42905,0.63752,0.76198,0.88543,0.61905,0.50409,0.54462,0.69077,0.85474,0.55832,0.34573,0.00012,0.8326,0.44244,0.46099,0.34502,0.82399,0.6119,?
0.54922,0.4426,0.39869,0.32748,0.09756,0.79638,0.21201,0.47838,0.00033,0.34519,0.55883,0.70812,0.54966,0.88588,0.70824,0.46054,0.45166,0.2576,0.25207,0.24863,0.60292,0.57129,0.12484,0.00087,0.85844,0.23021,0.40791,0.88549,0.67312,0.88538,?
0.20819,0.16431,0.48038,0.28826,0.00049,0.77458,0.27453,0.44265,0.18605,0.24301,0.47878,0.6644,0.43869,0.88582,0.59756,0.46939,0.37225,0.07132,0.19588,0.1862,0.51811,0.33696,0.09316,0.00075,0.88566,0.23556,0.38978,0.14272,0.72619,0.6028,?
0.44261,0.35434,0.55318,0.44274,0.33622,0.3981,0.88578,0.5441,0.70803,0.15555,0.72123,0.10666,0.63343,0.69003,0.37662,0.0188,0.30511,0.69033,0.61129,0.00072,0.19083,0.53561,0.36716,0.73582,0.75238,0.3767,0.88534,0.00025,0.31982,0.38112,?
0.27936,0.19006,0.09198,0.82751,0.69938,0.18152,0.1777,0.65028,0.00074,0.63721,0.52255,0.00069,0.31474,0.36323,0.33276,0.67384,0.54064,0.44299,0.7356,0.88546,0.38904,0.44768,0.88518,0.88572,0.6026,0.77972,0.77078,0.38181,0.47811,0.45113,?
0.4515,0.34501,0.26116,0.63799,0.50414,0.52299,0.21215,0.69599,0.00025,0.29619,0.65031,0.15973,0.48233,0.88554,0.44298,0.49651,0.40326,0.41656,0.69035,0.39877,0.35457,0.58443,0.43456,0.4692,0.88561,0.48294,0.87633,0.69003,0.70844,0.75279,?
0.4428,0.27415,0.4734,0.46073,0.38933,0.39848,0.88541,0.51347,0.54965,0.16895,0.68116,0.08862,0.54913,0.70831,0.40733,0.00025,0.33251,0.72629,0.63773,0.03527,0.21734,0.46992,0.41609,0.7967,0.63796,0.39877,0.88518,0.00061,0.32785,0.21258,?
0.07512,0.00041,0.38375,0.34564,0.00961,0.76556,0.1509,0.44784,0.0003,0.28311,0.54061,0.6464,0.27968,0.88557,0.65527,0.36303,0.41243,0.19519,0.31013,0.08017,0.52274,0.30175,0.13367,0.18601,0.88505,0.27476,0.61107,0.00039,0.61947,0.40735,?
0.54933,0.63314,0.8272,0.04485,0.00098,0.83288,0.65591,0.05394,0.82314,0.42989,0.23971,0.88501,0.69546,0.77902,0.47878,0.47891,0.63388,0.3729,0.00022,0.08843,0.53137,0.55302,0.38944,0.69099,0.10637,0.58456,0.00048,0.4422,0.88587,0.7352,?
0.05328,0.00015,0.246,0.54498,0.4696,0.4915,0.10613,0.51816,0.00024,0.84587,0.42549,0.17778,0.22674,0.80527,0.66411,0.80522,0.88544,0.28364,0.46516,0.62897,0.70492,0.3147,0.68618,0.74361,0.56686,0.77408,0.46085,0.00029,0.88543,0.3453,?
0.29655,0.1998,0.13311,0.80187,0.63745,0.26512,0.1959,0.61988,0.00055,0.84183,0.50923,0.00006,0.34138,0.53171,0.45124,0.88516,0.75284,0.41628,0.69002,0.85823,0.5409,0.45104,0.87227,0.88519,0.60212,0.88536,0.74331,0.39821,0.70854,0.48747,?
0.48777,0.44217,0.26877,0.27909,0.05304,0.53505,0.08808,0.02711,0.00017,0.74865,0.02764,0.4074,0.26532,0.6642,0.52756,0.7968,0.79277,0.05303,0.11119,0.38969,0.63719,0.24801,0.44268,0.4968,0.00086,0.64641,0.16856,0.8859,0.88525,0.44275,?
0.65072,0.68186,0.77402,0.00034,0.23061,0.66422,0.82395,0.35446,0.88552,0.46993,0.4963,0.46053,0.85471,0.86742,0.73971,0.24848,0.64223,0.51307,0.11564,0.00097,0.6028,0.69903,0.05894,0.11541,0.47862,0.18183,0.00021,0.47843,0.5939,0.88569,?
0.44217,0.58851,0.37285,0.14261,0.12406,0.4518,0.00055,0.22158,0.29227,0.54946,0.21262,0.20424,0.36779,0.69979,0.51306,0.60244,0.69061,0.1061,0.0628,0.28307,0.60649,0.4203,0.32707,0.37229,0.31934,0.48778,0.00005,0.88584,0.88533,0.73599,?
0.06215,0.09373,0.21535,0.71221,0.39861,0.36786,0.00078,0.62875,0.06266,0.75703,0.49666,0.00022,0.23995,0.73517,0.53112,0.79605,0.80169,0.13352,0.64288,0.54085,0.60681,0.30588,0.55819,0.57576,0.85818,0.68641,0.88514,0.12444,0.88587,0.47835,?
0.25214,0.3456,0.47329,0.52766,0.3987,0.46903,0.2923,0.33243,0.4788,0.73982,0.13326,0.17766,0.58821,0.76135,0.38101,0.75255,0.68658,0.00046,0.28393,0.88507,0.32395,0.44269,0.59738,0.31099,0.26574,0.53115,0.16815,0.21282,0.64654,0.88571,?
0.04479,0.0753,0.23055,0.52295,0.40796,0.398,0.00089,0.6469,0.06246,0.57167,0.53122,0.00064,0.27068,0.79677,0.55892,0.67335,0.67783,0.17759,0.50062,0.45183,0.60221,0.35816,0.29229,0.13338,0.88575,0.40396,0.59309,0.08898,0.88527,0.54004,?
0.09702,0.00098,0.19016,0.73511,0.60252,0.38145,0.19554,0.51816,0.00001,0.83649,0.41693,0.09782,0.20452,0.66412,0.47862,0.88532,0.7651,0.39855,0.63758,0.79637,0.51802,0.30597,0.84182,0.88561,0.43465,0.88524,0.67382,0.00045,0.74366,0.21284,?
0.4693,0.45126,0.63128,0.36346,0.14283,0.53529,0.76169,0.51386,0.72649,0.14678,0.67308,0.18636,0.73084,0.88552,0.44288,0.28341,0.31021,0.46099,0.43483,0.0001,0.30566,0.5802,0.12859,0.25779,0.8855,0.2709,0.72699,0.17755,0.61152,0.69963,?
0.58406,0.58002,0.34514,0.19069,0.00049,0.4163,0.2831,0.00023,0.27405,0.50448,0.13757,0.09709,0.35817,0.73501,0.5492,0.59369,0.65083,0.27425,0.03542,0.31055,0.62413,0.35483,0.26528,0.22111,0.0001,0.40715,0.07153,0.88589,0.8855,0.43493,?
0.25704,0.08847,0.41892,0.66469,0.47826,0.83643,0.33641,0.60251,0.00039,0.27453,0.70442,0.78826,0.39849,0.88564,0.6909,0.54956,0.37686,0.68193,0.68146,0.44225,0.62416,0.57167,0.4167,0.38911,0.72607,0.46922,0.88568,0.17744,0.75241,0.46046,?
0.20415,0.14211,0.30397,0.52256,0.50452,0.60648,0.12446,0.69521,0.0002,0.44721,0.62805,0.52254,0.41679,0.69017,0.61119,0.83263,0.47367,0.37226,0.48743,0.57519,0.70802,0.5407,0.28896,0.00057,0.8852,0.41614,0.46979,0.28322,0.88568,0.70852,?
0.44286,0.37245,0.60083,0.51828,0.49689,0.45617,0.8853,0.64258,0.74356,0.15586,0.8194,0.2741,0.63308,0.63784,0.37225,0.0001,0.3106,0.85046,0.69065,0.15076,0.20891,0.61591,0.41679,0.68157,0.78882,0.34138,0.88511,0.00014,0.31083,0.38182,?
0.11922,0.05362,0.19227,0.54099,0.51339,0.38539,0.13333,0.55364,0.00055,0.87655,0.46071,0.00008,0.31056,0.77046,0.5882,0.86742,0.88533,0.32779,0.45689,0.68133,0.64625,0.40797,0.67735,0.6739,0.59349,0.77093,0.39807,0.10675,0.88513,0.48763,?
0.44263,0.46092,0.19507,0.44797,0.25799,0.35442,0.00042,0.29688,0.03574,0.67755,0.16865,0.00097,0.30547,0.70854,0.46594,0.85811,0.69073,0.00001,0.30517,0.54007,0.55385,0.30535,0.54008,0.54031,0.33672,0.69969,0.35493,0.88599,0.88526,0.61192,?
0.66476,0.6593,0.72336,0.3502,0.17738,0.57179,0.88584,0.53149,0.87652,0.08081,0.70474,0.292,0.85484,0.85037,0.45199,0.15959,0.26514,0.52235,0.43884,0.00007,0.29223,0.67301,0.1735,0.34562,0.88593,0.25241,0.69953,0.44262,0.53182,0.82367,?
0.23089,0.12833,0.48055,0.3199,0.31043,0.70464,0.46005,0.41652,0.25731,0.79656,0.26125,0.58485,0.67372,0.82399,0.63343,0.88523,0.60253,0.00032,0.23065,0.48758,0.46959,0.44287,0.243,0.00062,0.52291,0.4423,0.15013,0.00096,0.49605,0.88514,?
