@relation kddtrain2017_20
@attribute Feature62 real
@attribute Feature67 real
@attribute Feature28 real
@attribute Feature23 real
@attribute Feature81 real
@attribute Feature74 real
@attribute Feature51 real
@attribute Feature22 real
@attribute Feature44 real
@attribute Feature19 real
@attribute Feature53 real
@attribute Feature84 real
@attribute Feature50 real
@attribute Feature25 real
@attribute Feature79 real
@attribute Feature82 real
@attribute Feature99 real
@attribute Feature72 real
@attribute Feature8 real
@attribute Feature9 real
@attribute class {0,1,2}
@data
0.52210,0.31440,0.40997,0.62477,0.54070,0.81923,0.41699,0.61562,0.00048,0.18641,0.76575,0.75230,0.54091,0.88516,0.61162,0.37265,0.33638,0.84189,0.71297,0.36363,1
0.17756,0.28837,0.56944,0.34197,0.00072,0.56214,0.35423,0.22186,0.57529,0.74331,0.22614,0.37267,0.34515,0.75235,0.75210,0.60239,0.88572,0.00915,0.19968,0.28315,2
0.57120,0.55381,0.77470,0.00010,0.18695,0.69942,0.88556,0.33681,0.85027,0.59300,0.50097,0.60210,0.87244,0.79628,0.67391,0.30137,0.79690,0.51308,0.09315,0.00051,2
0.00078,0.01834,0.28187,0.68605,0.28322,0.52746,0.00062,0.50044,0.03584,0.63315,0.39485,0.23071,0.18198,0.82336,0.68110,0.65579,0.74838,0.07164,0.58436,0.48721,1
0.31069,0.19948,0.11153,0.83221,0.66459,0.22191,0.22127,0.65046,0.00028,0.69950,0.54023,0.00002,0.37645,0.44278,0.38988,0.82328,0.58851,0.44283,0.72190,0.88596,0
0.44278,0.44724,0.24897,0.38135,0.23961,0.48710,0.00083,0.11926,0.00953,0.75777,0.01856,0.25735,0.20848,0.71712,0.62496,0.71752,0.84112,0.03547,0.27084,0.46000,0
0.88536,0.86300,0.73578,0.00477,0.22163,0.62896,0.88589,0.11108,0.84166,0.47842,0.31906,0.40749,0.61997,0.85087,0.67744,0.26593,0.65550,0.63736,0.11573,0.00099,1
0.45122,0.44276,0.13937,0.51805,0.22101,0.27925,0.01817,0.23018,0.00053,0.75262,0.12401,0.00001,0.22671,0.55810,0.46987,0.88529,0.65040,0.00937,0.35021,0.55875,0
0.44288,0.34551,0.14476,0.82346,0.61985,0.28879,0.19585,0.67707,0.00021,0.81418,0.57172,0.00011,0.42056,0.57514,0.51318,0.88559,0.72132,0.40796,0.71797,0.83279,0
0.60667,0.58094,0.66858,0.10642,0.10635,0.50417,0.88598,0.31075,0.83294,0.37285,0.51393,0.33693,0.88547,0.67324,0.33629,0.39895,0.57551,0.51377,0.15905,0.00032,2
0.61159,0.65069,0.37654,0.28857,0.00028,0.33645,0.33657,0.03500,0.41644,0.79257,0.04053,0.00073,0.22161,0.67304,0.64648,0.69945,0.88598,0.00907,0.11118,0.35413,2
0.59351,0.62498,0.37492,0.18613,0.00031,0.38584,0.30130,0.00954,0.36317,0.55861,0.13713,0.00006,0.37644,0.77083,0.57569,0.51348,0.74370,0.25706,0.15011,0.07198,2
0.46533,0.47852,0.31012,0.11196,0.00077,0.54913,0.04492,0.01884,0.07152,0.58492,0.03199,0.44206,0.25268,0.65544,0.61556,0.54954,0.75248,0.02728,0.00079,0.22119,0
0.59706,0.64235,0.39659,0.42032,0.00057,0.39412,0.31018,0.13304,0.39886,0.72195,0.19024,0.00018,0.34590,0.78870,0.61530,0.69016,0.81942,0.11503,0.24873,0.34509,2
0.44258,0.46021,0.23722,0.35089,0.23081,0.43843,0.00078,0.11534,0.03568,0.68171,0.00988,0.00052,0.21295,0.87615,0.65967,0.68131,0.78337,0.01888,0.24342,0.44202,0
0.18152,0.06237,0.39616,0.63312,0.60230,0.79203,0.23930,0.63730,0.00021,0.22636,0.57146,0.69918,0.30136,0.88576,0.58018,0.45156,0.34171,0.46999,0.74337,0.38172,1
0.11544,0.13731,0.52709,0.27418,0.10664,0.81423,0.19557,0.49660,0.23905,0.38919,0.44252,0.74343,0.51399,0.88504,0.70435,0.63731,0.50922,0.00028,0.14240,0.37293,2
0.58019,0.66420,0.70820,0.43805,0.00050,0.73596,0.51352,0.00042,0.68183,0.42579,0.10609,0.88535,0.50031,0.58447,0.54020,0.64611,0.54469,0.21234,0.28864,0.30170,2
0.00069,0.09733,0.39674,0.65527,0.35445,0.59770,0.00004,0.56273,0.19581,0.86725,0.42562,0.43420,0.16876,0.76170,0.60289,0.85007,0.88524,0.08023,0.54042,0.58450,1
0.00063,0.07597,0.36348,0.57522,0.50487,0.57557,0.00036,0.69582,0.15075,0.80157,0.58026,0.26516,0.25720,0.88518,0.84146,0.88561,0.79686,0.27460,0.48212,0.69008,1
0.53189,0.66871,0.85061,0.23033,0.00016,0.82334,0.60228,0.02236,0.87676,0.38980,0.18161,0.76132,0.65539,0.88526,0.44277,0.49684,0.56254,0.31986,0.13364,0.19531,2
0.44261,0.44763,0.15959,0.56209,0.40761,0.31095,0.00048,0.31089,0.00979,0.64649,0.18181,0.00044,0.25721,0.61979,0.33624,0.88559,0.63710,0.15074,0.42575,0.68123,0
0.44260,0.44763,0.18655,0.46990,0.29252,0.36307,0.00013,0.28807,0.00988,0.61936,0.17308,0.00004,0.27431,0.72618,0.46922,0.77027,0.67777,0.06255,0.35484,0.52209,0
0.21273,0.19578,0.19744,0.55817,0.32745,0.39447,0.03583,0.60684,0.00071,0.64660,0.53519,0.00035,0.39887,0.78859,0.54474,0.75216,0.71251,0.18667,0.45622,0.53124,1
0.44208,0.35420,0.56026,0.12411,0.33618,0.41231,0.88582,0.58482,0.70861,0.44799,0.73598,0.16826,0.88535,0.65542,0.65920,0.20400,0.61980,0.63702,0.29267,0.00062,2
0.61995,0.61529,0.38198,0.35423,0.00003,0.41678,0.35495,0.08080,0.34510,0.61529,0.19910,0.00057,0.38572,0.83233,0.63776,0.62893,0.74306,0.23948,0.19966,0.31059,2
0.44252,0.45124,0.12469,0.51808,0.19540,0.23089,0.00018,0.24368,0.01846,0.70813,0.15598,0.00043,0.24322,0.46045,0.36705,0.88594,0.61195,0.01899,0.34578,0.54024,0
0.28390,0.18134,0.15710,0.75789,0.61158,0.31486,0.20488,0.59727,0.00071,0.83262,0.49601,0.00083,0.33628,0.62819,0.46546,0.88505,0.74353,0.40758,0.65085,0.82309,0
0.40732,0.37675,0.22694,0.60624,0.46094,0.45179,0.06205,0.27932,0.00043,0.85427,0.18188,0.17714,0.03188,0.72680,0.41208,0.88561,0.84127,0.26535,0.50007,0.67391,0
0.46563,0.28357,0.22300,0.39823,0.55873,0.44775,0.36306,0.58436,0.00087,0.88558,0.59315,0.30167,0.55899,0.59351,0.73024,0.88553,0.77068,0.57511,0.27982,0.79690,2
0.44280,0.35844,0.63508,0.20881,0.34597,0.55394,0.88524,0.58448,0.71720,0.49611,0.73917,0.36310,0.76123,0.74374,0.78393,0.10603,0.67314,0.65590,0.38177,0.00002,2
0.16492,0.04432,0.36933,0.33684,0.00014,0.73032,0.24813,0.44293,0.00949,0.24801,0.53147,0.57586,0.34590,0.88514,0.55315,0.49622,0.41253,0.17769,0.26536,0.14265,2
0.59399,0.61502,0.35497,0.29261,0.00044,0.36348,0.30158,0.00097,0.34583,0.55311,0.12805,0.00016,0.37286,0.72661,0.47361,0.64601,0.67341,0.25758,0.14241,0.30148,2
0.06209,0.00027,0.36958,0.39844,0.37241,0.73953,0.12433,0.18688,0.00036,0.75717,0.12441,0.59314,0.06202,0.88537,0.73996,0.62803,0.81932,0.24887,0.33245,0.50438,0
0.03561,0.08816,0.47309,0.53175,0.46035,0.84137,0.00055,0.61176,0.10644,0.38934,0.47850,0.88500,0.22173,0.79611,0.61116,0.77945,0.44247,0.19502,0.49675,0.53190,1
0.67741,0.83299,0.69979,0.50046,0.00040,0.61952,0.46900,0.00452,0.77950,0.30167,0.07500,0.63733,0.45600,0.60219,0.48764,0.60244,0.44236,0.14260,0.35020,0.30155,2
0.47885,0.27425,0.32337,0.57153,0.37243,0.64689,0.40794,0.51888,0.00023,0.14694,0.70480,0.40770,0.49142,0.88580,0.44781,0.29291,0.30570,0.74301,0.62869,0.25750,1
0.63724,0.71781,0.45666,0.17785,0.00086,0.36333,0.38979,0.14299,0.54900,0.46545,0.26579,0.00060,0.48730,0.72626,0.50051,0.50429,0.65572,0.24858,0.15578,0.04431,2
0.32351,0.21790,0.22111,0.79227,0.67359,0.44222,0.21216,0.59764,0.00042,0.69523,0.50012,0.00093,0.30560,0.88529,0.56257,0.83238,0.70854,0.47891,0.71712,0.82311,2
0.44286,0.31090,0.75292,0.05855,0.20493,0.88577,0.88575,0.42587,0.61968,0.46538,0.61579,0.88584,0.77047,0.88568,0.53578,0.36308,0.66444,0.58444,0.15926,0.00088,2
0.55808,0.60274,0.37491,0.57184,0.16823,0.42009,0.23968,0.37606,0.32740,0.80546,0.29208,0.00023,0.27439,0.84171,0.69562,0.72696,0.88510,0.00064,0.43487,0.44246,2
0.46531,0.44255,0.20424,0.18678,0.15978,0.40794,0.04494,0.14624,0.00016,0.55865,0.11191,0.07153,0.27900,0.74365,0.53547,0.63724,0.68173,0.08856,0.08057,0.37248,0
0.52742,0.35850,0.36166,0.51392,0.26576,0.72190,0.33657,0.57527,0.00095,0.13710,0.74310,0.55875,0.53168,0.88565,0.58056,0.27405,0.29294,0.60263,0.54964,0.19554,1
0.39858,0.40303,0.30531,0.41686,0.01802,0.58474,0.01866,0.00917,0.02735,0.74878,0.00088,0.51349,0.13796,0.65571,0.77006,0.66440,0.85882,0.00011,0.27084,0.31069,0
0.54443,0.49188,0.18828,0.23501,0.00062,0.27960,0.20465,0.04938,0.09724,0.59365,0.10694,0.00053,0.34569,0.55850,0.38155,0.69043,0.69028,0.11553,0.08409,0.30131,0
0.00013,0.04441,0.39628,0.87612,0.54072,0.70424,0.00058,0.70457,0.08858,0.61522,0.50473,0.61164,0.22642,0.79667,0.54447,0.67369,0.72165,0.14293,0.71278,0.86753,2
0.00069,0.04004,0.40012,0.73073,0.60256,0.72145,0.00042,0.74303,0.08034,0.42987,0.57544,0.75208,0.29213,0.69098,0.61195,0.61119,0.56680,0.26513,0.73087,0.60254,2
0.12448,0.00091,0.35436,0.81965,0.82304,0.70896,0.24899,0.73030,0.00091,0.54440,0.58061,0.82340,0.29673,0.59366,0.66427,0.77911,0.59725,0.52269,0.85478,0.75280,2
0.08429,0.00031,0.41614,0.79235,0.62835,0.83286,0.16831,0.62469,0.00047,0.46073,0.50447,0.88521,0.25212,0.77989,0.69504,0.74393,0.53183,0.38924,0.72667,0.76179,2
0.46958,0.36395,0.23542,0.40773,0.26518,0.46969,0.21238,0.57513,0.00071,0.31458,0.63700,0.05313,0.45136,0.88529,0.46074,0.62813,0.42095,0.38965,0.33276,0.41675,1
0.63740,0.63783,0.42018,0.23504,0.00042,0.45129,0.38945,0.00025,0.38973,0.57585,0.14235,0.01801,0.38109,0.88562,0.69924,0.59372,0.71732,0.28368,0.08401,0.30181,2
0.35013,0.20441,0.40506,0.77921,0.84103,0.81041,0.29206,0.78888,0.00078,0.33682,0.65532,0.73520,0.42066,0.88599,0.44248,0.57597,0.45111,0.57501,0.86374,0.67334,2
0.21788,0.15506,0.48580,0.29287,0.00003,0.73988,0.35423,0.44204,0.23013,0.21778,0.53171,0.59349,0.45633,0.88531,0.55324,0.43452,0.35815,0.17773,0.22679,0.13339,2
0.08409,0.00021,0.26555,0.60609,0.79636,0.53156,0.16835,0.84147,0.00044,0.72152,0.71762,0.24868,0.38590,0.81420,0.58417,0.59300,0.63791,0.54916,0.56244,0.88583,2
0.85080,0.88529,0.65976,0.00021,0.38194,0.43476,0.81450,0.23031,0.88501,0.29255,0.38518,0.20458,0.64202,0.66486,0.42013,0.15070,0.44705,0.69000,0.19017,0.00042,1
0.38929,0.24841,0.26894,0.39815,0.17797,0.53543,0.28360,0.53140,0.00016,0.16883,0.56689,0.18632,0.41619,0.88514,0.50068,0.33611,0.31037,0.24849,0.41278,0.15096,1
0.25238,0.19938,0.53564,0.33241,0.00019,0.72632,0.45194,0.44204,0.34528,0.16864,0.58084,0.56627,0.48749,0.88538,0.53538,0.33617,0.32741,0.27441,0.31909,0.02715,2
0.42094,0.37209,0.15733,0.78893,0.53178,0.31450,0.09705,0.65506,0.00047,0.86750,0.54428,0.00090,0.40341,0.62802,0.57584,0.88566,0.77055,0.31055,0.68119,0.74330,0
0.44266,0.39805,0.60807,0.06204,0.22126,0.42031,0.88540,0.41201,0.79613,0.51356,0.57515,0.00051,0.88518,0.84190,0.51360,0.26507,0.66856,0.54987,0.17303,0.00062,2
0.30501,0.35486,0.66492,0.22656,0.00092,0.88540,0.34522,0.34165,0.44239,0.36786,0.38111,0.88577,0.54973,0.88582,0.71287,0.51302,0.48701,0.08022,0.10281,0.24829,2
0.23030,0.19946,0.53546,0.22177,0.00050,0.87699,0.25703,0.44221,0.19538,0.31017,0.46585,0.86716,0.55843,0.88578,0.67330,0.46084,0.42002,0.04474,0.11115,0.22185,2
0.44294,0.27037,0.47166,0.49195,0.54087,0.40371,0.88506,0.57524,0.54026,0.20488,0.73559,0.09721,0.55896,0.70811,0.39856,0.00078,0.31429,0.85886,0.71265,0.09707,0
0.29685,0.17340,0.12270,0.80167,0.72670,0.24300,0.24871,0.63326,0.00044,0.65593,0.51866,0.00033,0.32790,0.48708,0.37609,0.72624,0.58802,0.49613,0.72164,0.88563,0
0.10616,0.08491,0.52706,0.35078,0.00045,0.88526,0.21225,0.38165,0.16846,0.57545,0.42583,0.88547,0.31433,0.88557,0.81987,0.57550,0.71716,0.08898,0.20432,0.29297,2
0.13751,0.06230,0.50477,0.24363,0.00003,0.88598,0.27431,0.36399,0.12482,0.34595,0.42095,0.88575,0.33672,0.88543,0.69942,0.46920,0.45634,0.11523,0.13785,0.21284,2
0.65511,0.79695,0.72326,0.31486,0.00074,0.73921,0.42545,0.00006,0.70855,0.40767,0.08498,0.77089,0.44203,0.70864,0.59380,0.60255,0.54983,0.16822,0.16470,0.30154,2
0.85029,0.88564,0.70112,0.10610,0.01871,0.51830,0.81407,0.00968,0.88521,0.56673,0.21209,0.20412,0.50994,0.83299,0.45124,0.39870,0.62856,0.42556,0.11534,0.00011,1
0.15029,0.13775,0.19514,0.59307,0.40778,0.38976,0.02705,0.64642,0.00027,0.83639,0.54950,0.00097,0.40720,0.77940,0.54028,0.85830,0.85049,0.21250,0.47898,0.63776,1
0.06617,0.00084,0.41482,0.74309,0.61166,0.82721,0.13336,0.61536,0.00083,0.58050,0.49128,0.86747,0.26532,0.78874,0.71291,0.68135,0.68167,0.36390,0.68155,0.73533,2
0.59769,0.59721,0.36177,0.31031,0.03557,0.41234,0.31066,0.07517,0.31033,0.73993,0.05816,0.00005,0.26145,0.82300,0.71721,0.61103,0.87672,0.00058,0.17322,0.31057,2
0.45142,0.33261,0.28582,0.66800,0.69088,0.57100,0.23957,0.74366,0.00075,0.23009,0.64664,0.25780,0.47813,0.88582,0.45653,0.46035,0.36383,0.49695,0.78864,0.45126,1
0.88572,0.87256,0.66260,0.00067,0.45138,0.46578,0.88545,0.24395,0.85865,0.23558,0.45132,0.12414,0.67333,0.80550,0.43460,0.15078,0.40336,0.86703,0.22679,0.00030,1
0.08021,0.13321,0.54456,0.20899,0.21261,0.88531,0.09726,0.11935,0.20469,0.50970,0.01309,0.88559,0.20827,0.88505,0.77001,0.61103,0.59300,0.00068,0.10619,0.41662,2
0.03598,0.00053,0.19789,0.48215,0.23908,0.39439,0.07131,0.56246,0.00087,0.63709,0.53544,0.10687,0.24307,0.68149,0.50006,0.88554,0.59328,0.18601,0.32368,0.55861,0
0.00458,0.00085,0.39861,0.70490,0.56614,0.79640,0.00932,0.63360,0.00029,0.50929,0.46066,0.88502,0.20488,0.70883,0.65097,0.64646,0.62801,0.22136,0.67787,0.61947,2
0.23039,0.26593,0.60271,0.14636,0.00060,0.88570,0.24812,0.23532,0.31970,0.43801,0.24807,0.88572,0.47395,0.88504,0.76119,0.56676,0.56228,0.02724,0.00077,0.29296,2
0.29227,0.15089,0.35631,0.63792,0.58464,0.71271,0.28390,0.68623,0.00079,0.25703,0.67323,0.54065,0.41292,0.88589,0.58847,0.51378,0.38112,0.55892,0.73565,0.38982,1
0.55834,0.56640,0.37452,0.37671,0.00030,0.40316,0.32795,0.06610,0.34571,0.74810,0.16414,0.07172,0.16484,0.73561,0.67384,0.61168,0.88518,0.19583,0.22623,0.30114,2
0.50469,0.38522,0.56929,0.44242,0.28318,0.49184,0.88565,0.57515,0.64682,0.11578,0.78832,0.15009,0.68602,0.83297,0.41657,0.08851,0.32363,0.70897,0.58482,0.00031,0
0.63796,0.77478,0.83603,0.19961,0.00035,0.88593,0.51333,0.00063,0.78869,0.40390,0.12448,0.88571,0.44771,0.88549,0.58013,0.48778,0.55384,0.24881,0.10276,0.19570,2
0.33261,0.35017,0.40538,0.44244,0.00072,0.41277,0.36368,0.44283,0.39841,0.63301,0.54933,0.00088,0.54905,0.82369,0.60263,0.66430,0.74306,0.21227,0.27489,0.33672,2
0.14663,0.14238,0.10234,0.64624,0.37298,0.20439,0.00978,0.46916,0.00005,0.88592,0.32352,0.00011,0.01384,0.40781,0.43438,0.88511,0.76124,0.08080,0.50053,0.66486,0
0.18631,0.13754,0.47858,0.31466,0.00011,0.73597,0.31963,0.44219,0.22125,0.24357,0.49649,0.58442,0.43419,0.88589,0.53547,0.48722,0.37652,0.10620,0.21231,0.20454,2
0.02216,0.00020,0.24616,0.67391,0.48755,0.49133,0.04408,0.54980,0.00012,0.88587,0.41607,0.16834,0.19949,0.81426,0.66433,0.88587,0.88547,0.22162,0.56695,0.69987,1
0.14270,0.00060,0.32512,0.66494,0.51308,0.65085,0.28309,0.69505,0.00078,0.87258,0.82732,0.49673,0.47352,0.80593,0.55833,0.85861,0.69567,0.77963,0.47835,0.88591,2
0.35465,0.50410,0.73018,0.56251,0.04453,0.85840,0.30157,0.12423,0.60212,0.30199,0.10274,0.88568,0.16408,0.83296,0.59397,0.60260,0.44208,0.00008,0.42968,0.31022,2
0.49604,0.45195,0.73206,0.37270,0.18628,0.70439,0.85057,0.53509,0.76176,0.14291,0.70815,0.52284,0.73002,0.88569,0.49602,0.28315,0.32790,0.53158,0.46570,0.00033,0
0.02223,0.02273,0.18454,0.53103,0.39874,0.36787,0.00046,0.64279,0.00031,0.65551,0.53514,0.00085,0.26129,0.73553,0.55893,0.67369,0.76154,0.18638,0.50494,0.45193,1
0.35431,0.23952,0.32311,0.42940,0.34564,0.64608,0.23062,0.61598,0.00073,0.34197,0.66470,0.40792,0.40381,0.88517,0.58068,0.61104,0.45626,0.44245,0.42072,0.36325,1
0.00085,0.07547,0.29427,0.76593,0.71708,0.43818,0.00079,0.80199,0.15028,0.54952,0.59302,0.24816,0.25275,0.62844,0.61555,0.55851,0.71297,0.30108,0.72170,0.80534,2
0.00089,0.04988,0.26556,0.65567,0.42570,0.43481,0.00013,0.65589,0.09787,0.77938,0.51816,0.18655,0.23020,0.68158,0.59797,0.71727,0.86311,0.15076,0.63786,0.46028,1
0.61938,0.63737,0.71553,0.08864,0.08016,0.54447,0.85030,0.29288,0.88537,0.36390,0.49154,0.34580,0.86709,0.74383,0.37230,0.37215,0.55882,0.47890,0.12866,0.00070,2
0.57578,0.63770,0.40766,0.67396,0.20448,0.42528,0.26503,0.48729,0.38900,0.77489,0.38528,0.00047,0.41632,0.85066,0.60693,0.78877,0.82398,0.00079,0.52200,0.50431,2
0.47817,0.50499,0.68164,0.35803,0.05384,0.58478,0.72632,0.46991,0.77998,0.14640,0.63768,0.28302,0.69982,0.88585,0.46961,0.29269,0.34172,0.38993,0.38598,0.00006,0
0.30195,0.19079,0.31984,0.68169,0.66447,0.63754,0.22197,0.70831,0.00067,0.20879,0.61168,0.38918,0.38179,0.88567,0.53527,0.41664,0.31966,0.46986,0.77405,0.47850,1
0.50017,0.37649,0.25458,0.65047,0.54997,0.50998,0.24852,0.63758,0.00029,0.25740,0.61564,0.13377,0.48704,0.88546,0.44249,0.44211,0.37294,0.50494,0.71730,0.41635,1
0.46549,0.33269,0.26840,0.62428,0.51332,0.53517,0.26506,0.62466,0.00092,0.20837,0.63710,0.18604,0.46549,0.88596,0.44732,0.41630,0.33669,0.54086,0.69999,0.36352,1
0.00008,0.00994,0.23723,0.59388,0.40755,0.45630,0.00087,0.64684,0.01845,0.73955,0.53596,0.14292,0.26576,0.77086,0.67754,0.71777,0.82392,0.18643,0.54488,0.50453,1
0.51319,0.38184,0.30880,0.50986,0.28303,0.61544,0.26588,0.58497,0.00050,0.19557,0.66873,0.34599,0.55334,0.88525,0.49675,0.38902,0.32749,0.45120,0.51864,0.26590,1
0.47877,0.51803,0.39209,0.50929,0.13390,0.42045,0.28381,0.28379,0.36305,0.82362,0.21753,0.00052,0.24342,0.84128,0.64263,0.76110,0.88530,0.00019,0.35836,0.43424,2
0.17760,0.20431,0.64695,0.31408,0.00040,0.88520,0.35472,0.37213,0.40791,0.38177,0.44257,0.88540,0.40714,0.88569,0.69948,0.49683,0.50008,0.14272,0.20438,0.22172,2
0.06697,0.00097,0.31246,0.66430,0.68133,0.62474,0.13310,0.71269,0.00037,0.65525,0.57596,0.64662,0.27920,0.60209,0.74393,0.88549,0.65528,0.40772,0.69099,0.62886,2
0.50021,0.39429,0.25750,0.55387,0.34515,0.51328,0.21283,0.61594,0.00073,0.26153,0.65599,0.14290,0.50906,0.88589,0.44203,0.47885,0.36742,0.42548,0.58448,0.28308,1
0.51820,0.44215,0.27029,0.11516,0.03578,0.54071,0.15008,0.01815,0.00031,0.61978,0.08047,0.28343,0.30566,0.79600,0.72670,0.51382,0.80580,0.15989,0.03136,0.20463,0
0.06274,0.00036,0.12643,0.83268,0.61970,0.25204,0.12433,0.67754,0.00012,0.85450,0.55311,0.01891,0.33692,0.48733,0.46540,0.88528,0.74858,0.37270,0.70819,0.86736,0
0.41246,0.21796,0.43406,0.49123,0.51304,0.43439,0.82341,0.58062,0.43445,0.15538,0.76560,0.03543,0.52286,0.83206,0.44709,0.00002,0.34172,0.88509,0.69957,0.09798,0
0.00058,0.04443,0.31222,0.59392,0.32719,0.53593,0.00017,0.50972,0.08805,0.81979,0.40709,0.38101,0.15917,0.69092,0.64675,0.75266,0.88522,0.12415,0.50064,0.51323,1
0.00071,0.07181,0.40090,0.79221,0.48757,0.65940,0.00028,0.58412,0.14292,0.60650,0.43819,0.67300,0.19063,0.64666,0.67728,0.74399,0.67723,0.19598,0.65088,0.77093,2
0.48220,0.26122,0.31045,0.50449,0.35410,0.61907,0.44241,0.50975,0.00030,0.18114,0.71269,0.35437,0.49189,0.88548,0.44226,0.18667,0.35498,0.76101,0.61903,0.12452,1
0.03551,0.07590,0.22182,0.59380,0.42504,0.36384,0.00087,0.65589,0.08024,0.80180,0.53516,0.00075,0.26505,0.72632,0.52219,0.82313,0.83253,0.18668,0.51832,0.57557,1
0.17375,0.19028,0.59761,0.20487,0.00034,0.81416,0.34508,0.29628,0.38170,0.50417,0.31009,0.88540,0.42962,0.74354,0.77994,0.65573,0.61958,0.02722,0.02767,0.35409,2
0.35407,0.13792,0.22866,0.58008,0.70837,0.27943,0.61178,0.65014,0.17745,0.18139,0.73905,0.01891,0.43898,0.54010,0.27017,0.00098,0.21730,0.88539,0.79680,0.27457,0
0.50939,0.44226,0.19583,0.22672,0.09791,0.38962,0.13319,0.04958,0.00066,0.62475,0.09369,0.13321,0.27913,0.64629,0.53546,0.68151,0.72644,0.18681,0.08417,0.38132,0
0.44709,0.44235,0.31475,0.71720,0.44298,0.62821,0.00933,0.48203,0.00072,0.45160,0.27462,0.43412,0.11183,0.82347,0.41220,0.65508,0.36760,0.02772,0.49646,0.88535,0
0.87276,0.88546,0.67319,0.00018,0.22164,0.46080,0.85873,0.12849,0.88530,0.46086,0.35808,0.06272,0.57565,0.85881,0.49669,0.34579,0.58857,0.68131,0.11172,0.00009,1
0.00084,0.00910,0.29974,0.65598,0.39884,0.58000,0.00081,0.64216,0.01879,0.76171,0.51885,0.34579,0.24391,0.81469,0.80103,0.68135,0.86311,0.15082,0.60227,0.50443,1
0.00068,0.00022,0.42557,0.69949,0.66468,0.85000,0.00031,0.65016,0.00012,0.50401,0.46517,0.88516,0.19987,0.81463,0.68192,0.61994,0.63798,0.29210,0.68150,0.69919,2
0.52700,0.36379,0.26520,0.61510,0.54923,0.53165,0.32748,0.71775,0.00054,0.19926,0.77084,0.17777,0.56283,0.88520,0.44288,0.39893,0.35040,0.65569,0.70828,0.36380,1
0.83644,0.88580,0.72618,0.04918,0.00024,0.56670,0.78873,0.08897,0.88572,0.38165,0.28397,0.39829,0.59339,0.73599,0.42994,0.45184,0.47332,0.38987,0.00023,0.09767,1
0.32762,0.23908,0.09750,0.80511,0.65562,0.19596,0.17711,0.63389,0.00006,0.65910,0.51322,0.00096,0.35010,0.38984,0.35417,0.69917,0.56632,0.41692,0.69070,0.88505,0
0.44761,0.44286,0.26323,0.17384,0.13340,0.52719,0.00969,0.15933,0.00047,0.55338,0.09301,0.16861,0.27054,0.88525,0.68601,0.59356,0.69571,0.00029,0.06640,0.34596,0
0.54927,0.54001,0.29280,0.16834,0.00048,0.38984,0.21238,0.00037,0.19545,0.49674,0.12807,0.00947,0.32366,0.77046,0.55359,0.55834,0.65944,0.25724,0.07199,0.19530,2
0.35429,0.24870,0.12207,0.84589,0.67345,0.24304,0.21293,0.69508,0.00007,0.67778,0.58012,0.00027,0.40704,0.48798,0.39888,0.72664,0.61188,0.44278,0.73954,0.88530,0
0.40774,0.25752,0.15031,0.44280,0.66420,0.30105,0.30155,0.70851,0.00029,0.80148,0.67772,0.02730,0.45641,0.57592,0.45184,0.71735,0.68600,0.60284,0.33204,0.88596,2
0.33294,0.19051,0.38916,0.48253,0.00089,0.61181,0.45143,0.44264,0.16817,0.27053,0.60632,0.35423,0.30548,0.86788,0.65936,0.54089,0.44283,0.32790,0.41204,0.14203,2
0.35822,0.25242,0.31419,0.51320,0.36372,0.62805,0.21219,0.62421,0.00046,0.23018,0.65037,0.37233,0.43442,0.88572,0.54007,0.46026,0.33629,0.41607,0.54456,0.30135,1
0.01843,0.04434,0.21001,0.48719,0.38918,0.36702,0.00047,0.63717,0.05377,0.68625,0.53525,0.00068,0.25763,0.73595,0.55816,0.69011,0.78329,0.18642,0.46585,0.43409,1
0.44221,0.37273,0.73221,0.06635,0.25748,0.72157,0.88517,0.38557,0.74344,0.55349,0.55342,0.69029,0.73584,0.75210,0.66493,0.22188,0.73510,0.59356,0.19543,0.00010,2
0.15069,0.07149,0.14248,0.82373,0.62878,0.28386,0.15995,0.59710,0.00063,0.77937,0.47805,0.00095,0.25257,0.56652,0.46003,0.88575,0.68195,0.38928,0.69900,0.87623,0
0.52731,0.50984,0.65930,0.32311,0.21249,0.56636,0.78829,0.54986,0.75224,0.08806,0.70419,0.24890,0.73516,0.88523,0.46037,0.17794,0.27937,0.52212,0.42926,0.00043,0
0.19041,0.07521,0.08032,0.77908,0.66456,0.15928,0.23022,0.55315,0.00048,0.64241,0.44717,0.00003,0.23051,0.31914,0.29230,0.69998,0.55340,0.45120,0.66838,0.88531,0
0.48774,0.46594,0.20405,0.39803,0.17702,0.36373,0.08804,0.08807,0.04495,0.71701,0.00091,0.20481,0.26517,0.52254,0.37611,0.86787,0.72694,0.00027,0.23569,0.50478,0
0.26114,0.15909,0.22365,0.58092,0.61192,0.44769,0.20468,0.72179,0.00009,0.75711,0.73516,0.12400,0.54408,0.77056,0.58031,0.88579,0.60295,0.63761,0.50000,0.77040,2
0.35005,0.35821,0.21538,0.62882,0.22179,0.39467,0.01873,0.31017,0.03512,0.88504,0.19926,0.20472,0.00980,0.58470,0.65532,0.88599,0.83683,0.00055,0.46025,0.55863,0
